visits,interlibrary_relation_code,fscs_definition_code,overdue_policy,beac_code,locale_code,population_lsa,county_population,print_volumes,ebook_volumes,num_lib_branches,num_bookmobiles
36687,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,12381,176564,42938,34769,0,0
195828,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,City,90179,133366,143388,107972,1,0
14976,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,7173,40368,24478,24162,0,0
7005,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,7140,108820,12787,14089,0,0
22810,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,17193,1270426,49920,78851,0,0
6516,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,2874,26048,34305,0,0,0
225971,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,88021,365536,198525,79755,2,1
98069,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,25071,303372,61435,62081,0,0
18170,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,8697,365536,19136,865140,0,0
95753,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Town,28990,29159,49234,29525,1,0
95496,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,49504,1751169,68681,102587,0,0
46695,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,17713,1751169,53512,79170,0,0
10850,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,6256,1270426,26000,20000,0,0
94971,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Town,20645,97520,42733,32498,0,0
7500,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,11331,34123,16917,11718,0,0
31776,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,9080,10489,43377,22785,3,0
86748,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Town,18279,121939,34816,24359,0,0
45949,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,35384,303372,44637,25869,0,0
69298,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,12022,41368,86161,21373,0,0
39912,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Town,28907,28904,56841,13762,0,0
169038,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,85420,1751169,109768,2379,0,0
47685,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,45376,875101,62737,98800,0,0
2175,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,1087,10489,12542,10387,0,0
29103,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,5757,15311,16013,37418,0,0
42481,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,18778,1751169,53734,69000,0,0
21543,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Town,7001,121939,27930,17140,0,0
14204,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,8289,121939,15390,17472,0,0
675466,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,City,244451,284637,389427,164782,12,1
245000,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,63292,1751169,126187,19654,1,0
107875,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,43058,1270426,73982,81042,0,0
6599,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,3780,875101,10365,19156,0,0
27264,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Town,7020,97520,23982,31590,0,0
3600,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,3368,51108,8967,17139,0,0
120133,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,44043,1751169,85556,81305,1,0
11300,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,26088,1751169,27200,68600,0,0
4801,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,5712,64118,11878,28715,0,0
39145,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,42122,1751169,39429,78668,0,0
52104,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,30014,1751169,68902,79491,0,0
33181,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,24314,875101,20924,17767,0,0
830,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,1735,88977,6145,0,0,0
8200,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,3958,30927,19282,21511,0,0
125000,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,33620,108820,49680,796448,0,0
6300,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,2888,41368,11946,33000,0,0
22539,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,9630,303372,45309,17140,0,0
15621,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,28638,1751169,51319,85435,0,0
9450,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,12851,1751169,28389,107521,0,0
4316,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,7224,1751169,25761,398,0,0
111180,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,75467,1751169,90113,78668,0,0
50,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,9305,1751169,16566,78668,0,0
15600,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,40245,1751169,37290,4238,0,0
9984,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Rural,1638,200514,18141,58370,0,0
8153,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Rural,966,3778,11579,58370,0,0
3387,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Rural,964,200514,13280,58370,0,0
12877,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Rural,2014,45365,16768,58370,0,0
9065,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Rural,541,200514,9455,58370,0,0
301230,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,City,86924,200514,351287,58370,2,0
9530,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Town,3515,200514,26468,58370,0,0
3000,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Rural,1790,200514,9868,58370,0,0
42485,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Rural,5629,5639,18947,58370,0,0
40072,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Town,21168,45365,63666,58370,0,0
30147,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Town,5539,11751,52324,58370,0,0
7192,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Rural,2859,200514,13350,58370,0,0
15496,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Rural,3613,10855,18448,58370,0,0
32968,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Town,3698,10855,28197,58370,0,0
43631,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Town,8361,200514,51048,58370,0,0
330093,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Town,191211,43182,215913,37177,13,1
385840,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Suburb,152513,66258,187053,32340,12,0
554739,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Suburb,346688,372441,276231,120290,7,0
296165,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Suburb,110136,111057,200197,103671,7,0
36686,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Suburb,20489,447440,33415,93409,0,0
3720779,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,City,1293651,1258713,4010866,407376,40,0
812424,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Suburb,240203,536075,436452,134596,6,0
1148443,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,City,310992,536075,542520,175370,12,1
327154,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Suburb,154395,155814,184295,103779,8,1
714801,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Suburb,251473,278936,333969,119330,7,0
30238,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Suburb,3691,278936,25759,94732,0,0
126369,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Suburb,19425,278936,79283,95143,0,0
123848,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Town,45722,13714,116395,14283,6,0
359910,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Town,165424,43813,543918,19562,31,0
3148,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Rural,1583,5521,10610,22136,0,0
40612,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Town,10067,9919,41351,22136,2,0
5510,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Rural,1358,5521,9197,22136,0,0
90337,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Town,21944,25427,75437,22136,2,0
3578,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Rural,1915,15288,16378,22136,0,0
10690,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Rural,2403,11319,19946,22136,0,0
30663,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Town,7240,15288,49739,22137,0,0
31815,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Town,9853,9551,28157,22136,0,0
10400,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Rural,4976,8049,18036,22136,0,0
4275,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Rural,1980,5521,8872,22136,0,0
9462,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Rural,2378,15288,13529,22136,0,0
